Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 2 - Tomb 3 A	Claw Viper Temple Level 1	58	1	1			40	200	200	200	200	200	200	3000	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	45	0	0	0	61	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	39	64	14	54	91	2200	2200	2200	6	8	6	8	6	8	1	0	3	baboon1_12	batdemon1	bonefetish4_14	cr_lancer2_14	deathmauler6_14	doomknight1_12	doomknight2_14	dkmag3_15	fallenshaman4	fetish5_14	fetishshaman1	frogdemon1_12	megademon3_15	mummy2	quillrat5_14	skmage_ltng4	skmage_pois6	slinger2	slinger5	snowyeti2_12	succubus2_15	suicideminion5_15	vilemother1_15	wraith6	zombie3		baboon1_12	batdemon1	bonefetish4_14	cr_lancer2_14	deathmauler6_14	doomknight1_12	doomknight2_14	dkmag3_15	fallenshaman4	fetish5_14	fetishshaman1	frogdemon1_12	megademon3_15	mummy2	quillrat5_14	skmage_ltng4	skmage_pois6	slinger2	slinger5	snowyeti2_12	succubus2_15	suicideminion5_15	vilemother1_15	wraith6	zombie3	baboon1_12	batdemon1	bonefetish4_14	cr_lancer2_14	deathmauler6_14	doomknight1_12	doomknight2_14	dkmag3_15	fallenshaman4	fetish5_14	fetishshaman1	frogdemon1_12	megademon3_15	mummy2	quillrat5_14	skmage_ltng4	skmage_pois6	slinger2	slinger5	snowyeti2_12	succubus2_15	vilemother1_15	wraith6	zombie3		rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	EnteringTheClawViperTempleLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	Act 2 - Claw Viper Temple
Act 2 - Tomb 1 Treasure	Stony Tomb Level 2	59	1	1			41	200	200	200	200	200	200	3000	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	55	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	12	51	94	2200	2200	2200	4	6	4	6	4	6	1	0	3	bighead1	bloodlord5_13	bonefetish1	corruptrogue6_13	crownest3	doomknight1_12	dkmag3_15	fingermage3_10	frogdemon1_12	imp3_14	overseer5_9	reanimatedhorde5_9	regurgitator1_10	scarab1	siegebeast4_12	skmage_cold3	skmage_fire2	skmage_ltng2	skmage_pois3	slinger1	slinger5	succubus2_15	succubuswitch6_11	vampire5	zombie3		bighead1	bloodlord5_13	bonefetish1	corruptrogue6_13	crownest3	doomknight1_12	dkmag3_15	fingermage3_10	frogdemon1_12	imp3_14	overseer5_9	reanimatedhorde5_9	regurgitator1_10	scarab1	siegebeast4_12	skmage_cold3	skmage_fire2	skmage_ltng2	skmage_pois3	slinger1	slinger5	succubus2_15	succubuswitch6_11	vampire5	zombie3	bighead1	bloodlord5_13	bonefetish1	corruptrogue6_13	doomknight1_12	dkmag3_15	fingermage3_10	frogdemon1_12	imp3_14	overseer5_9	reanimatedhorde5_9	regurgitator1_10	scarab1	skmage_cold3	skmage_fire2	skmage_ltng2	skmage_pois3	slinger1	slinger5	succubus2_15	succubuswitch6_11	vampire5	zombie3			rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 2	To The Stony Tomb Level 2	EnteringTheStonyTombLevel2	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	Act 2 - Stony Tomb
Act 2 - Tomb 2 Treasure	Halls of the Dead Level 3	60	1	1			42	200	200	200	200	200	200	3000	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	57	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	63	13	52	91	2200	2200	2200	1	2	1	2	1	2	1	0	3	baboon1_12	brute1_13	crownest3	doomknight1_12	doomknight2_10	fallen4	fallenshaman4	fetish5_14	fetishblow8_14	foulcrow3	frogdemon1_12	goatman5	cowking_12	mummy2	pantherwoman2	putriddefiler5_15	regurgitator1_10	sandleaper1	sandraider1	siegebeast4_16	skmage_fire3	skmage_ltng2	slinger5	swarm1	vilemother1_15		baboon1_12	brute1_13	crownest3	doomknight1_12	doomknight2_10	fallen4	fallenshaman4	fetish5_14	fetishblow8_14	foulcrow3	frogdemon1_12	goatman5	cowking_12	mummy2	pantherwoman2	putriddefiler5_15	regurgitator1_10	sandleaper1	sandraider1	siegebeast4_16	skmage_fire3	skmage_ltng2	slinger5	swarm1	vilemother1_15	baboon1_12	brute1_13	doomknight1_12	doomknight2_10	fallen4	fallenshaman4	fetish5_14	fetishblow8_14	foulcrow3	frogdemon1_12	goatman5	cowking_12	mummy2	pantherwoman2	putriddefiler5_15	regurgitator1_10	sandleaper1	sandraider1	skmage_fire3	skmage_ltng2	slinger5	swarm1	vilemother1_15			rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 3	To The Halls of the Dead Level 3	EnteringTheHallsOfTheDeadLevel3	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	Act 2 - Halls of the Dead
Act 2 - Tomb 3 Treasure	Claw Viper Temple Level 2	61	1	1			43	200	200	200	200	200	200	3000	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	58	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	39	64	14	54	92	2200	2200	2200	1	2	1	2	1	2	1	0	3	arach2	baboon1_12	baboon6_13	bloodlord5_13	bonefetish4_14	brute1_13	corruptrogue3_17	doomknight1_12	doomknight2_14	fallen2_15	fetishshaman2_16	fingermage3_14	frogdemon1_12	frozenhorror4_12	imp3_14	megademon3_15	pantherwoman3	putriddefiler5_15	sandmaggot2	sandraider1	scarab3	skeleton7	skmage_ltng4	suicideminion5_15	zealot4_14		arach2	baboon1_12	baboon6_13	bloodlord5_13	bonefetish4_14	brute1_13	corruptrogue3_17	doomknight1_12	doomknight2_14	fallen2_15	fetishshaman2_16	fingermage3_14	frogdemon1_12	frozenhorror4_12	imp3_14	megademon3_15	pantherwoman3	putriddefiler5_15	sandmaggot2	sandraider1	scarab3	skeleton7	skmage_ltng4	suicideminion5_15	zealot4_14	arach2	baboon1_12	bloodlord5_13	bonefetish4_14	brute1_13	corruptrogue3_17	doomknight1_12	doomknight2_14	fallen2_15	fetishshaman2_16	fingermage3_14	frogdemon1_12	frozenhorror4_12	imp3_14	megademon3_15	pantherwoman3	putriddefiler5_15	sandmaggot2	sandraider1	scarab3	skeleton7	skmage_ltng4	zealot4_14			rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 2	To The Claw Viper Temple Level 2	EnteringTheClawViperTempleLevel2	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	Act 2 - Claw Viper Temple
Act 2 - Lair 1 A	Maggot Lair Level 1	62	1	1			44	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	43	63	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	52	93	990	990	990	5	6	5	6	5	6	1	0	3	baboon6_17	bloodlord3_17	cr_lancer2_14	crownest3	deathmauler6_14	doomknight2_14	fetish5_14	fetishshaman2_16	fingermage3_14	frozenhorror2_17	megademon3_15	overseer3_15	regurgitator4_16	sandleaper2	skeleton8	skmage_cold6	slinger2	suicideminion5_15	unraveler3	vampire1	vulture5	willowisp2_15	wraith9	zealot4_14	zombie5		baboon6_17	bloodlord3_17	cr_lancer2_14	crownest3	deathmauler6_14	doomknight2_14	fetish5_14	fetishshaman2_16	fingermage3_14	frozenhorror2_17	megademon3_15	overseer3_15	regurgitator4_16	sandleaper2	skeleton8	skmage_cold6	slinger2	suicideminion5_15	unraveler3	vampire1	vulture5	willowisp2_15	wraith9	zealot4_14	zombie5	bloodlord3_17	cr_lancer2_14	deathmauler6_14	doomknight2_14	fetish5_14	fetishshaman2_16	fingermage3_14	frozenhorror2_17	megademon3_15	overseer3_15	regurgitator4_16	sandleaper2	skeleton8	skmage_cold6	slinger2	unraveler3	vampire1	vulture5	willowisp2_15	wraith9	zealot4_14	zombie5				rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 1	To The Maggot Lair Level 1	EnteringTheMaggotLairLevel1	35	29	0	0	0	0	0	0	50	35	0	0	0	0	0	0	Act 2 - Maggot Lair
Act 2 - Lair 1 B	Maggot Lair Level 2	63	1	1			45	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	62	64	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	52	93	990	990	990	5	6	5	6	5	6	1	0	3	baboon1	batdemon1	bloodlord3_17	bonefetish4_14	corruptrogue3_17	dkfig1_17	dkmag3_15	fetishblow8_14	fetishshaman2_16	frogdemon2_16	goatman7_15	hellbovine_16	mosquito2_17	reanimatedhorde4_18	regurgitator4_16	sandleaper3	sandmaggot3	scarab3	skmage_pois6	slinger9	succubus2_15	suicideminion5_15	swarm2	unraveler3	vulture2		baboon1	batdemon1	bloodlord3_17	bonefetish4_14	corruptrogue3_17	dkfig1_17	dkmag3_15	fetishblow8_14	fetishshaman2_16	frogdemon2_16	goatman7_15	hellbovine_16	mosquito2_17	reanimatedhorde4_18	regurgitator4_16	sandleaper3	sandmaggot3	scarab3	skmage_pois6	slinger9	succubus2_15	suicideminion5_15	swarm2	unraveler3	vulture2	baboon1	batdemon1	bloodlord3_17	bonefetish4_14	corruptrogue3_17	dkfig1_17	dkmag3_15	fetishblow8_14	fetishshaman2_16	frogdemon2_16	goatman7_15	hellbovine_16	mosquito2_17	reanimatedhorde4_18	regurgitator4_16	sandleaper3	sandmaggot3	scarab3	skmage_pois6	slinger9	succubus2_15	swarm2	unraveler3	vulture2		rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 2	To The Maggot Lair Level 2	EnteringTheMaggotLairLevel2	35	29	0	0	0	0	0	0	65	35	0	0	0	0	0	0	Act 2 - Maggot Lair
Act 2 - Lair 1 Treasure	Maggot Lair Level 3	64	1	1			46	200	200	200	200	200	200	3500	1600	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	63	0	0	0	0	0	0	0	48	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	53	94	990	990	990	4	5	4	5	4	5	1	0	3	baboon1	bighead3_16	clawviper2	corruptrogue3_17	cr_archer6_16	crownest3	fetish5_14	fetishshaman2_16	imp3_14	minion11_17	mummy2	putriddefiler5_15	regurgitator4_16	sandraider2	sk_archer5	skeleton8	skmage_pois5	slinger1	slinger5	snowyeti3_18	succubuswitch2_17	vampire1	vilemother1_15	willowisp2_15	zombie5		baboon1	bighead3_16	clawviper2	corruptrogue3_17	cr_archer6_16	crownest3	fetish5_14	fetishshaman2_16	imp3_14	minion11_17	mummy2	putriddefiler5_15	regurgitator4_16	sandraider2	sk_archer5	skeleton8	skmage_pois5	slinger1	slinger5	snowyeti3_18	succubuswitch2_17	vampire1	vilemother1_15	willowisp2_15	zombie5	baboon1	bighead3_16	clawviper2	corruptrogue3_17	cr_archer6_16	fetish5_14	fetishshaman2_16	imp3_14	minion11_17	mummy2	putriddefiler5_15	regurgitator4_16	sandraider2	sk_archer5	skeleton8	skmage_pois5	slinger1	slinger5	snowyeti3_18	succubuswitch2_17	vampire1	vilemother1_15	willowisp2_15	zombie5		rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 3	To The Maggot Lair Level 3	EnteringTheMaggotLairLevel3	35	29	0	0	0	0	0	0	80	55	0	0	0	0	0	0	Act 2 - Maggot Lair
Act 2 - Sewer 2 A	Ancient Tunnels	65	1	1			47	200	200	200	200	200	200	4000	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	44	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	53	94	680	680	680	6	8	6	8	6	8	1	0	3	arach2	baboon6_17	cantor2_16	cr_archer6_16	cr_lancer2_14	crownest3	doomknight2_14	fallen2_15	fingermage3_14	minion11_17	mosquito2_17	overseer3_15	quillrat5	skeleton7	skmage_pois7	slinger9	snowyeti3_18	swarm1	unraveler1	vilemother1_15	vulture5	willowisp2_15	wraith8	zealot1	zombie5		arach2	baboon6_17	cantor2_16	cr_archer6_16	cr_lancer2_14	crownest3	doomknight2_14	fallen2_15	fingermage3_14	minion11_17	mosquito2_17	overseer3_15	quillrat5	skeleton7	skmage_pois7	slinger9	snowyeti3_18	swarm1	unraveler1	vilemother1_15	vulture5	willowisp2_15	wraith8	zealot1	zombie5	arach2	cantor2_16	cr_archer6_16	cr_lancer2_14	doomknight2_14	fallen2_15	fingermage3_14	minion11_17	mosquito2_17	overseer3_15	quillrat5	skeleton7	skmage_pois7	slinger9	snowyeti3_18	swarm1	unraveler1	vilemother1_15	vulture5	willowisp2_15	wraith8	zealot1	zombie5			rat	bat	scorpion		30	100	20						8	15	255	Ancient Tunnels	To The Ancient Tunnels	EnteringTheAncientTunnels	29	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	Act 2 - Ancient Tunnels
Act 2 - Tomb Tal 1	Tal Rasha's Tomb	66	1	1	13	13	48	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	56	89	2200	2200	2200	7	9	7	9	7	9	1	0	3	bighead3_16	blunderbore2	brute4	cantor2_16	clawviper2	cr_archer6_16	crownest3	dkfig1_17	fallen2_15	fallenshaman3_18	fingermage3_14	frogdemon2_16	hellbovine_16	putriddefiler5_15	regurgitator4_16	sandmaggot3	sandraider2	scarab4	skeleton8	skmage_pois5	snowyeti3_18	swarm2	unraveler3	vampire1	wraith9		bighead3_16	blunderbore2	brute4	cantor2_16	clawviper2	cr_archer6_16	crownest3	dkfig1_17	fallen2_15	fallenshaman3_18	fingermage3_14	frogdemon2_16	hellbovine_16	putriddefiler5_15	regurgitator4_16	sandmaggot3	sandraider2	scarab4	skeleton8	skmage_pois5	snowyeti3_18	swarm2	unraveler3	vampire1	wraith9	bighead3_16	blunderbore2	brute4	cantor2_16	clawviper2	cr_archer6_16	dkfig1_17	fallen2_15	fallenshaman3_18	fingermage3_14	frogdemon2_16	hellbovine_16	putriddefiler5_15	regurgitator4_16	sandmaggot3	sandraider2	scarab4	skeleton8	skmage_pois5	snowyeti3_18	swarm2	unraveler3	vampire1	wraith9		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Tomb Tal 2	Tal Rasha's Tomb	67	1	1	13	13	49	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	56	89	2200	2200	2200	7	9	7	9	7	9	1	0	3	baboon6_17	bloodlord3_17	clawviper3	cr_lancer2_14	dkfig1_17	fingermage3_14	foulcrow3	frozenhorror2_17	goatman7_15	hellbovine_16	overseer3_15	quillrat5	scarab2	skeleton6	skmage_cold4	skmage_fire4	skmage_ltng4	skmage_pois3	succubus2_15	suicideminion5_15	thornhulk4_17	unraveler2	vampire1	vulture5	zealot1		baboon6_17	bloodlord3_17	clawviper3	cr_lancer2_14	dkfig1_17	fingermage3_14	foulcrow3	frozenhorror2_17	goatman7_15	hellbovine_16	overseer3_15	quillrat5	scarab2	skeleton6	skmage_cold4	skmage_fire4	skmage_ltng4	skmage_pois3	succubus2_15	suicideminion5_15	thornhulk4_17	unraveler2	vampire1	vulture5	zealot1	bloodlord3_17	clawviper3	cr_lancer2_14	dkfig1_17	fingermage3_14	foulcrow3	frozenhorror2_17	goatman7_15	hellbovine_16	overseer3_15	quillrat5	scarab2	skeleton6	skmage_cold4	skmage_fire4	skmage_ltng4	skmage_pois3	succubus2_15	thornhulk4_17	unraveler2	vampire1	vulture5	zealot1			rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Tomb Tal 3	Tal Rasha's Tomb	68	1	1	13	13	50	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	56	89	2200	2200	2200	7	9	7	9	7	9	1	0	3	batdemon2	bighead3_16	bloodlord3_17	cr_lancer2_14	crownest3	deathmauler6_14	dkfig1_17	doomknight2_14	fallen2_15	foulcrow3	goatman7_15	hellbovine_16	imp3_14	mosquito2_17	overseer3_15	pantherwoman5	sk_archer5	skmage_ltng3	slinger6	succubus2_15	succubuswitch2_17	suicideminion5_15	swarm2	vampire1	zombie5		batdemon2	bighead3_16	bloodlord3_17	cr_lancer2_14	crownest3	deathmauler6_14	dkfig1_17	doomknight2_14	fallen2_15	foulcrow3	goatman7_15	hellbovine_16	imp3_14	mosquito2_17	overseer3_15	pantherwoman5	sk_archer5	skmage_ltng3	slinger6	succubus2_15	succubuswitch2_17	suicideminion5_15	swarm2	vampire1	zombie5	batdemon2	bighead3_16	bloodlord3_17	cr_lancer2_14	deathmauler6_14	dkfig1_17	doomknight2_14	fallen2_15	foulcrow3	goatman7_15	hellbovine_16	imp3_14	mosquito2_17	overseer3_15	pantherwoman5	sk_archer5	skmage_ltng3	slinger6	succubus2_15	succubuswitch2_17	swarm2	vampire1	zombie5			rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Tomb Tal 4	Tal Rasha's Tomb	69	1	1	13	13	51	200	200	200	200	200	200	4500	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	56	89	2200	2200	2200	7	9	7	9	7	9	1	0	3	batdemon1	bighead3_16	bonefetish4_14	cantor2_16	clawviper2	crownest3	foulcrow3	frogdemon2_16	megademon3_15	minion11_17	mosquito2_17	pantherwoman6	reanimatedhorde4_18	sandraider3	siegebeast4_16	sk_archer5	skeleton8	skmage_fire3	skmage_ltng4	skmage_pois3	succubus2_15	swarm2	vampire1	vilemother1_15	willowisp2_15		batdemon1	bighead3_16	bonefetish4_14	cantor2_16	clawviper2	crownest3	foulcrow3	frogdemon2_16	megademon3_15	minion11_17	mosquito2_17	pantherwoman6	reanimatedhorde4_18	sandraider3	siegebeast4_16	sk_archer5	skeleton8	skmage_fire3	skmage_ltng4	skmage_pois3	succubus2_15	swarm2	vampire1	vilemother1_15	willowisp2_15	batdemon1	bighead3_16	bonefetish4_14	cantor2_16	clawviper2	foulcrow3	frogdemon2_16	megademon3_15	minion11_17	mosquito2_17	pantherwoman6	reanimatedhorde4_18	sandraider3	sk_archer5	skeleton8	skmage_fire3	skmage_ltng4	skmage_pois3	succubus2_15	swarm2	vampire1	vilemother1_15	willowisp2_15			rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Tomb Tal 5	Tal Rasha's Tomb	70	1	1	13	13	52	200	200	200	200	200	200	4500	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	56	89	2200	2200	2200	7	9	7	9	7	9	1	0	3	baboon2	batdemon1	clawviper2	dkfig1_17	doomknight2_14	fallen2_15	fallenshaman3_18	fetishblow8_14	foulcrow3	frozenhorror2_17	goatman4	imp3_14	mosquito2_17	siegebeast4_16	sk_archer5	skeleton7	skmage_cold4	skmage_pois7	slinger1	succubuswitch2_17	suicideminion5_15	vampire1	vulture2	zealot1	zombie5		baboon2	batdemon1	clawviper2	dkfig1_17	doomknight2_14	fallen2_15	fallenshaman3_18	fetishblow8_14	foulcrow3	frozenhorror2_17	goatman4	imp3_14	mosquito2_17	siegebeast4_16	sk_archer5	skeleton7	skmage_cold4	skmage_pois7	slinger1	succubuswitch2_17	suicideminion5_15	vampire1	vulture2	zealot1	zombie5	baboon2	batdemon1	clawviper2	dkfig1_17	doomknight2_14	fallen2_15	fallenshaman3_18	fetishblow8_14	foulcrow3	frozenhorror2_17	goatman4	imp3_14	mosquito2_17	sk_archer5	skeleton7	skmage_cold4	skmage_pois7	slinger1	succubuswitch2_17	vampire1	vulture2	zealot1	zombie5			rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Tomb Tal 6	Tal Rasha's Tomb	71	1	1	13	13	53	200	200	200	200	200	200	4500	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	56	89	2200	2200	2200	7	9	7	9	7	9	1	0	3	arach2	baboon2	blunderbore1	brute4	clawviper3	corruptrogue3_17	dkfig1_17	doomknight2_14	dkmag3_15	fallenshaman3_18	fetish5_14	fetishblow8_14	imp3_14	minion11_17	mosquito2_17	regurgitator4_16	sandleaper1	sandraider2	scarab3	skeleton7	snowyeti3_18	vilemother1_15	vulture1	wraith3	zealot4_14		arach2	baboon2	blunderbore1	brute4	clawviper3	corruptrogue3_17	dkfig1_17	doomknight2_14	dkmag3_15	fallenshaman3_18	fetish5_14	fetishblow8_14	imp3_14	minion11_17	mosquito2_17	regurgitator4_16	sandleaper1	sandraider2	scarab3	skeleton7	snowyeti3_18	vilemother1_15	vulture1	wraith3	zealot4_14	arach2	baboon2	blunderbore1	brute4	clawviper3	corruptrogue3_17	dkfig1_17	doomknight2_14	dkmag3_15	fallenshaman3_18	fetish5_14	fetishblow8_14	imp3_14	minion11_17	mosquito2_17	regurgitator4_16	sandleaper1	sandraider2	scarab3	skeleton7	snowyeti3_18	vilemother1_15	vulture1	wraith3	zealot4_14	rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Tomb Tal 7	Tal Rasha's Tomb	72	1	1	13	13	54	200	200	200	200	200	200	4500	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	56	89	2200	2200	2200	7	9	7	9	7	9	1	0	3	arach2	bloodlord3_17	bonefetish4_14	cantor2_16	clawviper3	deathmauler6_14	doomknight2_14	fallenshaman3_18	frogdemon2_16	imp3_14	mummy2	putriddefiler5_15	quillrat5	reanimatedhorde4_18	sandraider2	siegebeast4_16	sk_archer5	skmage_ltng4	skmage_pois7	slinger7	slinger6	snowyeti3_18	thornhulk4_17	vulture1	zombie5		arach2	bloodlord3_17	bonefetish4_14	cantor2_16	clawviper3	deathmauler6_14	doomknight2_14	fallenshaman3_18	frogdemon2_16	imp3_14	mummy2	putriddefiler5_15	quillrat5	reanimatedhorde4_18	sandraider2	siegebeast4_16	sk_archer5	skmage_ltng4	skmage_pois7	slinger7	slinger6	snowyeti3_18	thornhulk4_17	vulture1	zombie5	arach2	bloodlord3_17	bonefetish4_14	cantor2_16	clawviper3	deathmauler6_14	doomknight2_14	fallenshaman3_18	frogdemon2_16	imp3_14	mummy2	putriddefiler5_15	quillrat5	reanimatedhorde4_18	sandraider2	sk_archer5	skmage_ltng4	skmage_pois7	slinger7	slinger6	snowyeti3_18	thornhulk4_17	vulture1	zombie5		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
